,stars,review_body,review_title,language,product_category,opinion
10925,2,"I was quick to buy this as I wanted to get it next day and didn't have much time to buy, but upon receiving the item, we came to realize that it was a cheap item. The stickers were cut incorrectly (more like without care) as some of them were literally cut where we only got half of the sticker. The toy overall keeps the kid happy though I would have expected more ""pony"" from a ""Pet Pony Learning Center..."" other than a cheap plastic pony and the rest of the kit being dogs. Just my input, take it with a grain of salt as each individuals result is different.","""Pony"" ? Read details before buying.",en,toy,mixed
4582,3,La ventouse ne colle pas bien.,Mauvaise ventouse,fr,drugstore,mixed
11011,2,This chager is not a fast chager and the magnetic link is very week.,Stopped using it doesn't make a difference in Charing speed,en,wireless,mixed
10386,2,Worked perfectly the first few times I've used it. Now when putting the nitrous cartridge in it takes about 2 minutes for it to fully load. Very disappointed.,Does not last,en,home,mixed
7933,4,Super comfy! A little small.,Four Stars,en,shoes,satisfied
11729,2,need a much longer hose,Two Stars,en,other,mixed
4134,3,Reçu Sale et abîmé ! Super. Pour un cadeau ça fait bon effet... Je suis super déçue.,Mauvais état,fr,book,mixed
10228,2,"This case is NOT for an iPhone 7 Plus. It is so extremely small, that I believe it is for the iPhone 6. Have to return; very cute though.","Cute, but not for an iPhone 7 Plus",en,wireless,mixed
5403,3,Je déconseille pour faire des étiquettes. Je ne sait même pas s'il y a de l'adhésif. Donc pas vraiment content de mon achat,Pas d'adhésif,fr,office_product,mixed
9380,1,Didn’t receive it - was damaged,Didn’t receive it- was damaged,en,lawn_and_garden,non satisfied
1695,4,produit conforme a la description .Pratique l'utilité que j'en ai .A voir dans le temps . livré en temps et en heure,nickel,fr,automotive,satisfied
9726,1,Came with battery corrosion and did not work!,Came with battery corrosion and did not work!,en,video_games,non satisfied
10090,2,I've been using the essential oils to help keep my mom calm and to help wirh her mood swings and now I'm trying to use them to help with her memory. They really help to keep her calm and it helps with the mood swings,Love it,en,drugstore,mixed
9695,1,"Don't buy, constant problems. Bluetooth constantly disconnects. Headset is basically useless.",Terrible,en,video_games,non satisfied
9296,1,Did not fit my 07 Silverado. Lugs are not long enough to thread onto the lugs on the truck.,Did not fit my 07 Silverado. Lugs are not ...,en,automotive,non satisfied
2413,1,Ement sur l ecran moche,👎,fr,wireless,non satisfied
5834,3,"Le produit est conforme à la description, mais je n'ai pas réussi à comprendre les tailles indiquées, et j'ai donc pris un article vraiment juste pour ma fille, alors que je pensais prendre un article un peu plus grand, pour qu'elle puisse le mettre plus longtemps.","Bon produit, mais taille trop juste",fr,toy,mixed
10001,2,"I must have been looking at a different item when I purchased this product. What I received was a box that I had not opened until tonight. I thought the straps were connected in the center of the bed and would reach out to the top, bottom and corners to corners. What I received were 4 strap sets, that would run across the sides of them bed, top to bottom and upper right to lower left corner and upper left corner to bottom right corner. Since I have an adjustable base with a center point I figured it would work better then individual straps.",Not What I thought.,en,home,mixed
9406,1,Worked fine for adopt week and then headphones wouldn't connect in the adapter. Very disappointing. Waste of time and money.,Bad quality!!!,en,wireless,non satisfied
10378,2,I have a 48 inch round table and this does not fit over it.,Does not fit,en,kitchen,mixed
8931,1,"I purchased a pair of these shoes in a store and they were fine, so I bought 2 pair from Amazon. Big mistake. Shoes were defective. Returned both for full refund. Now I know: Never buy shoes online.",Never buy shoes online,en,shoes,non satisfied
11470,2,"I bought this to stack with the other one in the photo, but this particular band is very pink. My engagement ring as well as the other band, plus another I have, are all rose gold, but this one set apart against it and was definitely a different color. It's beautiful, but keep in mind if you are using it with any other rose gold bands, it may not match.",FYI the color is very pink,en,jewelry,mixed
5326,3,"Bien mais s'use relativement vite, au bout de 2 mois les poils se déforment et le haut de la brosse blanchit. Une peinture coté brosse serait peut etre mieux qu'en bas.",Bien,fr,drugstore,mixed
1950,5,belle horloge qui est très originale horloge silencieuse en plus le fini est très beau je recommande ce produit sans problème,belle horloge,fr,home,satisfied
6186,3,"Overall fit is fine and jacket is as advertised, but I had to sew up the front right inner pocket sleeve as it was ripped upon arrival.",Ripped Pocket on Arrival,en,apparel,satisfied
1202,4,le produit par lui même est facile à utiliser mais je n'arrive pas à me connecter au téléphone donc pas possible de l'utiliser en séance de sport !,bon produit,fr,wireless,satisfied
4725,3,La livraison s’est mal passée Produit cassé,Produit cassé,fr,furniture,mixed
5738,3,Super jolie mais malheureusement je les ai reçus toutes en orange un peu déçu,Toutes orange,fr,home,mixed
6780,5,"I really like these headphones. I'm not a hardcore audiophile but most of the in ear headphones that I've used either have decent bass response but sound dull on the higher frequencies or have clear highs but wind up sounding tinny because of poor low end performance. Most headphones use either balanced armature or dynamic drivers each of which has its pros and cons. These incorporate both types of technology into their drivers . I'm not a sound engineer but the end result is deep resonant bass, bright clear highs and warm midtones with excellent separation between instruments. They are also loud. The noise cancelling is just passive, which is the only downside, but active noise cancellation adopted for earbud style headphones has it's own set of drawbacks. At $60 they aren't cheap but they sound a lot better than Beats that are twice as much money. I'm very happy with them and I think they are a relative bargain.","Great sound, good value!",en,electronics,satisfied
471,5,produit reçu dans les temps annoncé et conforme à la photo. Et le produit a été très bien emballer ++++,bien emballé,fr,pc,satisfied
4903,3,"J'ai acheté ce produit afin de pouvoir recharger mon portable lors d'un trek. Mais pb la batterie ne charge pas complètement, seulement 75%. Décevant",Batterie solaire,fr,wireless,mixed
1186,4,Tres bien long mais vu ma taille g fait un ourlet.niquel sinon,Conforme à la taille indiqué. Agréable à porter,fr,apparel,satisfied
9855,1,Didn’t fit (too big) and broke after one day of wearing.,One Star,en,sports,non satisfied
11145,2,looks great from the front but there is too much space between layers.,going bald?,en,beauty,mixed
11646,2,"As the manufacturer, and many reviewers mention the whole frame of the pump is nice solid metal. The gauge is easy to read and accurate, and a few drops of glue easily fixed the plastic covers falling off the feet. Unfortunately the hose and connector are the weak point. Getting the connector on far enough to activate the valve stem, but not so far that it's hard to get off when you're done pumping took some practice. The second time I used the pump to inflate bicycle tires, the hose ruptured. I'm going to replace the hose and connector with some I have from an old air compressor that died. Without those upgrades I wouldn't recommend this pump.","Pay attention to weak points, because that's what will fail.",en,other,mixed
3065,1,"Je l'ai gardé de côté en cas de besoin. Résultat, mort au déballage. Bravo le veau !",Nul,fr,pc,non satisfied
6870,4,My daughter loves it,No hassles,en,apparel,satisfied
10912,2,Battery life is terrible!,Battery life is terrible,en,other,mixed
6603,5,"It would last for half an hour, pretty good. No strong artificial flavor. And lastly relatively easy to clean compare to my old ones.",Very satisfied,en,drugstore,satisfied
5162,3,"Boucle assez petites, non sécurisée mais de bonne qualité. Attention, elles tombent facilement.","Dommage, la qualité était présente.",fr,jewelry,mixed
2940,1,"J'ai déjà acheté ces lettres (le vendeur avait un nom différent, mais, c'est juste un autre nom car ce sont les mêmes lettres). J'ai déjà fait des retours sur la qualité plus que limite. On m'avait répondu que c'était exceptionnel. Ca ne l'est visiblement pas. Vous pouvez constater sur la photo que dans chaque paquet, il y a des lettres mal finies, abimées, décollées, mal découpées. Et il n'y a donc pas de controle qualité au moment de mettre dans le paquet. Par ailleurs, la répartition du nombre de lettres n'est pas bonne. Il y a 4 lettres de chaque alors qu'il devrait y avoir plus de voyelles et de lettres comme le L que de X ou de Z qui servent beaucoup moins.",Très mauvaise qualité,fr,pc,non satisfied
3982,1,Écran de protection à l’envers !! Amazon devrait quand même prendre un peu plus le soin de vérifier les produits vendus,Écran conçus à l’envers,fr,wireless,non satisfied
4071,3,"Ce sac à dos a l'air bien costaud. Il est très confortable à porter. Il dispose de nombreux rangements, on peut y mettre 1 laptop et une tablette sans soucis. Et y ajouter de nombreuses autres choses. J'enlève une étoile car le rangement laptop descend jusqu'au fond. Donc les ordinateurs ne sont pas du tout protégés de chocs éventuels lors de la pose du sac, ou de chutes. Aussi, je n'ai pas réussi à trouver la protection anti-pluie, ayant pourtant scrupuleusement vérifier chacune des poches. Une autre étoile en moins.",A l'air d'être un bon sac à dos pour laptop,fr,pc,mixed
9937,1,"Bad product, does not work, do not buy it.",One Star,en,wireless,non satisfied
9882,1,"Did not work right out of the box. Going to return it, just a big waste of time don’t waste your money on this.",Didn’t work,en,home,non satisfied
3530,1,je ne peux malheureusement donné un bon avis sur cet article commandé à deux reprises et jamais reçu!!! Pourtant son descriptif semblait bien correspondre aux besoins...,jamais livré,fr,home,non satisfied
